Gene_symbol,gene_accession_id,analysis_id,pvalue,mouse_life_stage,parameter_id,parameter_name,parameter_description,parameter_group,mouse_strain
Nepro,MGI:2384836,i0e6cob5sw6175n,0.847607,E9.5,HMGULA_OFD_013_001,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Nepro,MGI:2384836,j7a90yjm49e07u5,0.849148,Early adult,ESLIM_011_001_006,110dB startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Nepro,MGI:2384836,659b6nt6n07cetm,0.850455,Early adult,ESLIM_016_001_003,Hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Nepro,MGI:2384836,8y04i2582mg7s84,0.857541,E12.5,IMPC_OWT_004_001,Right kidney weight,Right_kidney_weight,Weight,C57BL
Nepro,MGI:2384836,6h40v31le006d99,0.859164,Early adult,IMPC_OFD_018_001,Latency to center entry,Latency_to_center_entry,Activity/Movement,C57BL
Nepro,MGI:2384836,ef6e0902kt1w83l,0.860906,E9.5,CCP_XRY_058_001,Lordosis,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Nepro,MGI:2384836,r2sk99m2n1g5p8n,0.864552,Early adult,IMPC_HEM_031_001,Lymphocyte differential count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Nepro,MGI:2384836,23611ti8s3mes2i,0.865202,E12.5,IMPC_HWT_008_001,Heart weight,Heart_weight,Weight,C57BL
Nepro,MGI:2384836,u69155d1812q6zr,0.868613,E12.5,IMPC_HEM_034_001,Monocyte cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Nepro,MGI:2384836,54m8675wx309tw1,0.8688,E12.5,HMGULA_OFD_009_001,Whole arena average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Nepro,MGI:2384836,70az60jk5gvd3g9,0.872467,E9.5,IMPC_EYE_024_001,Retinal Blood Vessels,Retinal_blood_vessels,Eye Morphology,C57BL
Nepro,MGI:2384836,7r0v3m94k4fjdwp,0.876797,E9.5,IMPC_ACS_033_001,% Pre-pulse inhibition - PPI1,Pre_pulse_inhibition_pp1,Brain,C57BL
Nepro,MGI:2384836,02727jl9oxm1869,0.878716,Early adult,IMPC_HEM_030_001,Neutrophil cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Nepro,MGI:2384836,1czm0lha306ll34,0.879437,Early adult,IMPC_EYE_014_001,Pupil Light Response,Pupil_light_response,Eye Morphology,C57BL
Nepro,MGI:2384836,wi56ip992sz82vb,0.881122,Early adult,IMPC_ACS_035_001,% Pre-pulse inhibition - PPI3,Pre_pulse_inhibition_pp3,Brain,C57BL
Nepro,MGI:2384836,998sbo7k6vn51e9,0.881917,E9.5,IMPC_ACS_006_001,Response amplitude - S,Response_amplitude_s,Brain,C57BL
Nepro,MGI:2384836,lgohc61l8n23640,0.885564,Early adult,IMPC_HEM_001_001,White blood cell count,White_blood_cell_count,Hematology,C57BL
Nepro,MGI:2384836,qf6e0ccn75261oj,0.886176,E9.5,JAX_OFD_009_001,Whole arena average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Nepro,MGI:2384836,xxz6ws8t68tc271,0.88861,E9.5,IMPC_ECH_011_001,LVIDs,NA,Echocardiography,C57BL
Nepro,MGI:2384836,18x38b3m4nqfa1c,0.889748,E9.5,IMPC_EYE_083_001,Vitreous,NA,Eye Morphology,C57BL
Nepro,MGI:2384836,t376n149czh6ci3,0.890929,Early adult,IMPC_HWT_002_001,Tibia length,Tibia_length,Weight,C57BL
Nepro,MGI:2384836,m20y87iq9ce0266,0.894396,E12.5,IMPC_EYE_054_001,Min left eye lens density,NA,Eye Morphology,C57BL
Nepro,MGI:2384836,17g205gefq54743,0.895733,E12.5,IMPC_OFD_010_001,Periphery distance travelled,Periphery_distance_travelled,Activity/Movement,C57BL
Nepro,MGI:2384836,35m8c43842h2649,0.898986,Early adult,ESLIM_021_001_002,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Nepro,MGI:2384836,25y4x0ne259o364,0.899757,E9.5,CCP_XRY_018_001,Shape of vertebrae,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Nepro,MGI:2384836,0facrn9lo2ux92r,0.900692,Early adult,IMPC_EYE_059_001,Mean right eye lens density,NA,Eye Morphology,C57BL
Nepro,MGI:2384836,m2w53k00574uz71,0.900699,E9.5,IMPC_EYE_063_001,Right inner nuclear layer,NA,Eye Morphology,C57BL
Nepro,MGI:2384836,z6y2ol3825916tb,0.902263,Early adult,ESLIM_007_001_009,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Nepro,MGI:2384836,h09757wrq65wc39,0.903355,E9.5,IMPC_CBC_013_001,Alanine aminotransferase,Alanine_aminotransferase,CBC Chemistry,C57BL
Nepro,MGI:2384836,r4y26lhwh949ra9,0.907821,E9.5,IMPC_CSD_032_001,Locomotor activity,Locomotor_activity,Images,C57BL
Nepro,MGI:2384836,56kns00x5gg4daw,0.909213,E12.5,IMPC_CSD_039_001,Limb grasp,Limb_grasp,Images,C57BL
Nepro,MGI:2384836,gxfn8hmg15y054t,0.91087,E12.5,M_G_P_025_001_013,Aspartate aminotransferase,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Nepro,MGI:2384836,h3o2914969b31ms,0.911936,E9.5,ESLIM_018_001_003,T cell CD3+ percentage,generated during R cleaning due to missing Parameter ID metadata,Immunology,C57BL
Nepro,MGI:2384836,j976sy7g14snlk7,0.91248,E9.5,IMPC_EYE_068_001,Left total retinal thickness,NA,Eye Morphology,C57BL
Nepro,MGI:2384836,xpezyf079xdsn74,0.913012,E9.5,ESLIM_006_001_035,Tibia length,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Nepro,MGI:2384836,q9l082393gkb0da,0.915803,E9.5,CCP_XRY_064_001,Thoracic processes,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Nepro,MGI:2384836,0xp9lys73bu5k25,0.919178,E9.5,IMPC_OFD_016_001,Center permanence time,Center_permanence_time,Activity/Movement,C57BL
Nepro,MGI:2384836,45h36v489dn9drz,0.921285,E12.5,IMPC_CSD_019_001,Forelimbs - size,Forelimbs_size,Images,C57BL
Nepro,MGI:2384836,1njw52c6j882inv,0.922891,E12.5,IMPC_EYE_027_001,Persistence of hyaloid vascular system,Persistence_of_hyaloid_vascular_system,Eye Morphology,C57BL
Nepro,MGI:2384836,7l56y9zl14q41mb,0.92667,E9.5,IMPC_HEM_036_001,Eosinophil cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Nepro,MGI:2384836,x7zfy9202j3mk41,0.929031,E9.5,ESLIM_016_001_003,Hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Nepro,MGI:2384836,p8j49b2857j7w3y,0.931254,E12.5,IMPC_EYE_015_001,Iris Pigmentation,Iris_pigmentation,Eye Morphology,C57BL
Nepro,MGI:2384836,cm4s6t626819vb4,0.932267,E12.5,HMGULA_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Nepro,MGI:2384836,5j19d484062n474,0.93526,E12.5,IMPC_HEM_033_001,Monocyte differential count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Nepro,MGI:2384836,417i9908e703ga7,0.935499,E9.5,IMPC_CSD_019_001,Forelimbs - size,Forelimbs_size,Images,C57BL
Nepro,MGI:2384836,8fj429jkre544a3,0.937651,E9.5,ESLIM_021_001_005,HDL-cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Nepro,MGI:2384836,j5k3f6fps074833,0.938308,E9.5,IMPC_DXA_005_001,Bone Mineral Content (excluding skull),Bone_mineral_content_excluding_skull,Images,C57BL
Nepro,MGI:2384836,i563gb49b6zyx73,0.939589,E12.5,CCP_XRY_058_001,Lordosis,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Nepro,MGI:2384836,bnf5yx665w4o35j,0.939961,E12.5,M_G_P_025_001_003,Creatinine,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Nepro,MGI:2384836,785vps2x99840q5,0.941106,E9.5,IMPC_OFD_014_001,Center distance travelled,Center_distance_travelled,Activity/Movement,C57BL
Nepro,MGI:2384836,049y424y25we863,0.943683,Early adult,IMPC_OFD_050_001,Percentage center movement time,Percentage_center_movement_time,Activity/Movement,C57BL
Nepro,MGI:2384836,5eohama6fo1e269,0.944847,E9.5,IMPC_CSD_003_001,Tail - thickness,Tail_thickness,Images,C57BL
Nepro,MGI:2384836,1to9m9n3o4t9514,0.946657,E9.5,IMPC_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,Forelimb_and_hindlimb_grip_strength_normalised_against_body_weight,Activity/Movement,C57BL
Nepro,MGI:2384836,1464rb84u88s3gm,0.949522,Early adult,IMPC_CBC_020_001,Fructosamine,Fructosamine,CBC Chemistry,C57BL
Nepro,MGI:2384836,8t31h038mcx6430,0.951825,Early adult,IMPC_CSD_077_001,Contact righting,Contact_righting,Images,C57BL
Nepro,MGI:2384836,3764e9rbv75v1s7,0.952474,E9.5,CCP_XRY_031_001,Digit integrity,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Nepro,MGI:2384836,wph28b31dt2e492,0.952738,E12.5,IMPC_EYE_026_001,Retinal Blood Vessels Pattern,Retinal_blood_vessels_pattern,Eye Morphology,C57BL
Nepro,MGI:2384836,3w044761laxa817,0.956327,Early adult,IMPC_CSD_033_001,Gait,Gait,Images,C57BL
Nepro,MGI:2384836,6gd39yj2tulr983,0.957354,Early adult,JAX_OFD_007_001,Whole arena resting time,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Nepro,MGI:2384836,52953am06a51q9w,0.959102,Early adult,ESLIM_007_001_006,Periphery distance travelled,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Nepro,MGI:2384836,1s213428jx2zzc0,0.963109,Early adult,IMPC_EYE_068_001,Left total retinal thickness,NA,Eye Morphology,C57BL
Nepro,MGI:2384836,tth165m3d332u4o,0.963947,Early adult,IMPC_CSD_032_001,Locomotor activity,Locomotor_activity,Images,C57BL
Nepro,MGI:2384836,r33t7ek06u22i78,0.96805,E12.5,IMPC_CBC_005_001,Creatinine,Creatinine_enzymatic_method_preferred,CBC Chemistry,C57BL
Nepro,MGI:2384836,5996wjt3f6e069z,0.968154,Early adult,IMPC_OWT_004_001,Right kidney weight,Right_kidney_weight,Weight,C57BL
Nepro,MGI:2384836,8txub1ffrnzo93j,0.971834,E9.5,IMPC_GEL_018_001,Visceral yolk sac morphology,Visceral_yolk_sac_morphology,Morphology/Development,C57BL
Nepro,MGI:2384836,st82u742er388po,0.973406,E12.5,IMPC_GEL_060_001,Neural tube morphology,NA,Morphology/Development,C57BL
Nepro,MGI:2384836,rzo78962o8y257u,0.974967,Early adult,IMPC_OFD_020_001,Distance travelled - total,Distance_travelled_total,Activity/Movement,C57BL
Nepro,MGI:2384836,4q67j79s5131yky,0.975582,E12.5,IMPC_ABR_006_001,12kHz-evoked ABR Threshold,12khz_evoked_abr_threshold,Brain,C57BL
Nepro,MGI:2384836,1i6rszn34n842ug,0.976111,Early adult,CCP_XRY_058_001,Lordosis,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Nepro,MGI:2384836,r01a835a15h1k49,0.980954,E12.5,IMPC_EYE_070_001,Left outer nuclear layer,NA,Eye Morphology,C57BL
Nepro,MGI:2384836,ah0e8405gmi419k,0.981538,E12.5,IMPC_CBC_011_001,Iron,Iron,CBC Chemistry,C57BL
Nepro,MGI:2384836,8og13s6n5u3dq9v,0.984136,E12.5,ESLIM_021_001_002,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Nepro,MGI:2384836,74cq581y4pjc5j6,0.984546,E12.5,CCP_XRY_020_001,Processes on vertebrae,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Nepro,MGI:2384836,d3cpohn1g02v1am,0.986702,Early adult,IMPC_HEM_027_001,Red blood cell distribution width,NA,Hematology,C57BL
Nepro,MGI:2384836,7a267qa0gc5s54n,0.98814,E12.5,JAX_OFD_013_001,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Nepro,MGI:2384836,8242p58944u83s1,0.990402,Early adult,IMPC_CBC_014_001,Alkaline phosphatase,Alkaline_phosphatase,CBC Chemistry,C57BL
Nepro,MGI:2384836,0uv72zu654t3515,0.993593,Early adult,IMPC_CBC_018_001,Glucose,Glucose,CBC Chemistry,C57BL
Nepro,MGI:2384836,r56e8h65c0c302o,0.994947,E12.5,ESLIM_007_001_006,Periphery distance travelled,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Nepro,MGI:2384836,wj9ue2l35kj643s,0.994975,Early adult,IMPC_GEL_011_001,Embryo turning,Embryo_turning,Morphology/Development,C57BL
Nepro,MGI:2384836,136m968d251q81y,0.995493,Early adult,IMPC_CBC_011_001,Iron,Iron,CBC Chemistry,C57BL
Nepro,MGI:2384836,x4509vz2k616713,0.996702,E12.5,IMPC_EYE_087_001,Right vitreous humor thickness,NA,Eye Morphology,C57BL
Npr2,MGI:97372,x2342w5067s8314,NULL,Early adult,JAX_OFD_007_001,Whole arena resting time,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,wb9h42kn72w02a9,NULL,E18.5,IMPC_OFD_017_001,Center average speed,Center_average_speed,Activity/Movement,C57BL
Npr2,MGI:97372,n778leezs8qtnsf,NULL,Early adult,IMPC_EYE_083_001,Vitreous,NA,Eye Morphology,C57BL
Npr2,MGI:97372,77yyn6846grx1ku,NULL,Early adult,IMPC_EYE_070_001,Left outer nuclear layer,NA,Eye Morphology,C57BL
Npr2,MGI:97372,9xp4r50ka54245h,NULL,E18.5,CCP_XRY_031_001,Digit integrity,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Npr2,MGI:97372,g2t008a019cs63g,NULL,E18.5,IMPC_CBC_018_001,Glucose,Glucose,CBC Chemistry,C57BL
Npr2,MGI:97372,4k4743dgrc3p1dm,NULL,Early adult,IMPC_IPG_012_001,Area under glucose response curve,NA,CBC Chemistry,C57BL
Npr2,MGI:97372,4c38j400pfeljr6,NULL,Early adult,M_G_P_020_001_001,Body Weight,generated during R cleaning due to missing Parameter ID metadata,Weight,C57BL
Npr2,MGI:97372,4dso6ff4hc928vg,NULL,E18.5,IMPC_HEM_008_001,Platelet count,Platelet_count,Hematology,C57BL
Npr2,MGI:97372,032u2b209t1y8k1,NULL,Early adult,M_G_P_016_001_006,Mean corpuscular hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Npr2,MGI:97372,3bgyt9881b9wy7z,NULL,E18.5,IMPC_OFD_018_001,Latency to center entry,Latency_to_center_entry,Activity/Movement,C57BL
Npr2,MGI:97372,2naq08dwuza29i6,NULL,Early adult,IMPC_HEM_031_001,Lymphocyte differential count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Npr2,MGI:97372,z3zqm64y41j9cie,2.34082e-20,Early adult,IMPC_CSD_019_001,Forelimbs - size,Forelimbs_size,Images,C57BL
Npr2,MGI:97372,nyv9mjm2249x3mj,0.00000000462102,Early adult,IMPC_CSD_038_001,Trunk curl,Trunk_curl,Images,C57BL
Npr2,MGI:97372,79u2g1ed9u36366,0.0000000112075,Early adult,IMPC_CSD_039_001,Limb grasp,Limb_grasp,Images,C57BL
Npr2,MGI:97372,d2bl151dyha38l0,0.0000000190407,Early adult,IMPC_CSD_003_001,Tail - thickness,Tail_thickness,Images,C57BL
Npr2,MGI:97372,h1fga8ye8srn97x,0.0000000196968,Early adult,IMPC_CSD_028_001,Snout size,Snout_size,Images,C57BL
Npr2,MGI:97372,42ik08g00ta8911,0.000000202968,Early adult,IMPC_CBC_014_001,Alkaline phosphatase,Alkaline_phosphatase,CBC Chemistry,C57BL
Npr2,MGI:97372,p84994k38354935,0.00000728658,Early adult,IMPC_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,Forelimb_and_hindlimb_grip_strength_normalised_against_body_weight,Activity/Movement,C57BL
Npr2,MGI:97372,6egf3nn323j81h0,0.00000736406,Early adult,IMPC_CSD_033_001,Gait,Gait,Images,C57BL
Npr2,MGI:97372,9k0cc4u387a9531,0.0000112173,Early adult,IMPC_FEA_015_001,Cue Baseline % Freezing Time,Cue_baseline_freezing_time,Brain,C57BL
Npr2,MGI:97372,aojc720e6x338rt,0.0500906,E18.5,IMPC_HEM_034_001,Monocyte cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Npr2,MGI:97372,59yepo26c2p0oxb,0.059957,Early adult,IMPC_HEM_002_001,Red blood cell count,Red_blood_cell_count,Hematology,C57BL
Npr2,MGI:97372,b373719t45ev4ed,0.0613248,Early adult,IMPC_EYE_026_001,Retinal Blood Vessels Pattern,Retinal_blood_vessels_pattern,Eye Morphology,C57BL
Npr2,MGI:97372,t41d61y66k4g647,0.061936,E18.5,CCP_XRY_058_001,Lordosis,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Npr2,MGI:97372,c74u1k4802fr16j,0.0661019,E18.5,ESLIM_018_001_002,T cell CD8+ percentage,generated during R cleaning due to missing Parameter ID metadata,Immunology,C57BL
Npr2,MGI:97372,56g62u79hm614ps,0.0662674,E18.5,IMPC_CSD_062_001,Skin texture - whole body,Skin_texture_whole_body,Images,C57BL
Npr2,MGI:97372,ke7f8y9t582r75l,0.0692427,Early adult,ESLIM_011_001_010,PP4 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Npr2,MGI:97372,7664zqvytfvi51b,0.074156,E18.5,IMPC_EYE_059_001,Mean right eye lens density,NA,Eye Morphology,C57BL
Npr2,MGI:97372,ss40bo9o3848t14,0.0753054,Early adult,CCP_XRY_020_001,Processes on vertebrae,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Npr2,MGI:97372,897ao0s66442tl9,0.0758025,E18.5,IMPC_ABR_006_001,12kHz-evoked ABR Threshold,12khz_evoked_abr_threshold,Brain,C57BL
Npr2,MGI:97372,6v32x5t7nfgs7m5,0.0843102,E18.5,IMPC_GEL_027_001,Neural tube closure,Neural_tube_closure,Morphology/Development,C57BL
Npr2,MGI:97372,72i022lios1926e,0.0844587,Early adult,JAX_OFD_009_001,Whole arena average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,35fhe49p5453xh0,0.0894805,E18.5,IMPC_OFD_020_001,Distance travelled - total,Distance_travelled_total,Activity/Movement,C57BL
Npr2,MGI:97372,fix7183m983z115,0.0936316,E18.5,IMPC_HWT_008_001,Heart weight,Heart_weight,Weight,C57BL
Npr2,MGI:97372,18p5u5oixin8921,0.097599,Early adult,IMPC_HEM_004_001,Hematocrit,Hematocrit,Hematology,C57BL
Npr2,MGI:97372,5pz79c27940c533,0.102231,E18.5,IMPC_HEM_002_001,Red blood cell count,Red_blood_cell_count,Hematology,C57BL
Npr2,MGI:97372,n6811nw89jh9267,0.112045,E18.5,IMPC_CBC_028_001,Creatine kinase,Creatine_kinase,CBC Chemistry,C57BL
Npr2,MGI:97372,u7r98o2c52zo849,0.119209,E18.5,IMPC_DXA_004_001,Bone Mineral Density (excluding skull),Bone_mineral_density_excluding_skull,Images,C57BL
Npr2,MGI:97372,2fv015z7t319i5s,0.121405,E18.5,IMPC_GEP_004_002,Spontaneous movement,No_spontaneous_movement,Activity/Movement,C57BL
Npr2,MGI:97372,3a8w8312id2g9wm,0.142697,Early adult,IMPC_HWT_008_001,Heart weight,Heart_weight,Weight,C57BL
Npr2,MGI:97372,86f66jcdfwsy6ns,0.144934,E18.5,IMPC_GRS_009_001,Forelimb and hindlimb grip strength measurement mean,Forelimb_and_hindlimb_grip_strength_measurement_mean,Activity/Movement,C57BL
Npr2,MGI:97372,nem841299p9138z,0.145526,E18.5,IMPC_ECH_011_001,LVIDs,NA,Echocardiography,C57BL
Npr2,MGI:97372,015eu9m2367533a,0.153313,Early adult,HMGULA_OFD_020_001,Distance travelled - total,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,22610xsai22fd3c,0.154419,Early adult,HMGULA_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,3i4s37775vva5t0,0.15468,E18.5,IMPC_EYE_092_002,Retina (combined),NA,Eye Morphology,C57BL
Npr2,MGI:97372,x6jt2k98l224364,0.159524,Early adult,IMPC_CBC_005_001,Creatinine,Creatinine_enzymatic_method_preferred,CBC Chemistry,C57BL
Npr2,MGI:97372,88389qoz2gbpqoq,0.163178,E18.5,IMPC_CBC_010_001,Phosphorus,Phosphate,CBC Chemistry,C57BL
Npr2,MGI:97372,52q740x0d95r49o,0.164389,Early adult,IMPC_OFD_013_001,Periphery average speed,Periphery_average_speed,Activity/Movement,C57BL
Npr2,MGI:97372,970ypim6ki08xs4,0.167953,Early adult,IMPC_EYE_092_001,Retina (combined),NA,Eye Morphology,C57BL
Npr2,MGI:97372,9641xnlx98wkxhs,0.168464,E18.5,JAX_OFD_010_001,Periphery distance travelled,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,767312a090g5169,0.169678,Early adult,ESLIM_016_001_003,Hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Npr2,MGI:97372,18f2e3cv1lz6nzj,0.171789,E18.5,ESLIM_011_001_006,110dB startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Npr2,MGI:97372,l0y3u2ze0jb1dk3,0.172379,E18.5,IMPC_HEM_005_001,Mean cell volume,Mean_cell_volume,Hematology,C57BL
Npr2,MGI:97372,6063et7375yf28m,0.172649,E18.5,IMPC_ABR_008_001,18kHz-evoked ABR Threshold,18khz_evoked_abr_threshold,Brain,C57BL
Npr2,MGI:97372,ri590w093u93v37,0.175551,Early adult,M_G_P_016_001_005,Mean cell volume,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Npr2,MGI:97372,8746epqwp5l4l21,0.190947,E18.5,IMPC_EYE_016_001,Lens,Lens,Eye Morphology,C57BL
Npr2,MGI:97372,0853g1p61x6tg8i,0.195148,E18.5,IMPC_EYE_023_001,Optic Disc,Optic_disc,Eye Morphology,C57BL
Npr2,MGI:97372,7y6cipm4s84b1h4,0.200474,E18.5,IMPC_CBC_058_001,Cholesterol ratio,Tc/hdlc_ratio,CBC Chemistry,C57BL
Npr2,MGI:97372,72s1bf9o33j10uk,0.206588,E18.5,HMGULA_OFD_020_001,Distance travelled - total,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,jzo2k3hw920u7q4,0.206764,E18.5,IMPC_ABR_010_001,24kHz-evoked ABR Threshold,24khz_evoked_abr_threshold,Brain,C57BL
Npr2,MGI:97372,93423453r0w6j68,0.214438,Early adult,JAX_OFD_011_001,Periphery resting time,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,9f633o8lpt8580g,0.217813,Early adult,IMPC_EYE_015_001,Iris Pigmentation,Iris_pigmentation,Eye Morphology,C57BL
Npr2,MGI:97372,067vq4s3k7p5xjq,0.218813,E18.5,CCP_XRY_064_001,Thoracic processes,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Npr2,MGI:97372,8nikh23o5dk11f4,0.22177,E18.5,ESLIM_011_001_008,PP2 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Npr2,MGI:97372,p4iw3602y4fn846,0.228264,E18.5,HMGULA_OFD_009_001,Whole arena average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,v30lxx2s13m919j,0.228545,Early adult,IMPC_IMM_014_002,Treg cells - % of live leukocytes (Panel A),NA,Immunology,C57BL
Npr2,MGI:97372,i04voajm6z44657,0.230811,E18.5,ESLIM_021_001_001,Glucose,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,0qr6inpx5hs0508,0.236814,E18.5,M_G_P_008_001_012,Tail elevation,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Npr2,MGI:97372,1i59y27aou77e10,0.238327,Early adult,HMGULA_CBC_015_001,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,v4nfe8ja9l40lap,0.240579,Early adult,ESLIM_021_001_003,Triglycerides,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,4070jv739qb8470,0.241915,Early adult,CCP_XRY_064_001,Thoracic processes,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Npr2,MGI:97372,l9l6y7b6f1khg40,0.241952,Early adult,IMPC_OFD_009_001,Whole arena average speed,Whole_arena_average_speed,Activity/Movement,C57BL
Npr2,MGI:97372,89d6qz53um806di,0.245441,Early adult,IMPC_HEM_019_001,Mean platelet volume,NA,Hematology,C57BL
Npr2,MGI:97372,67r494yyo5m7993,0.246732,Early adult,IMPC_GEL_027_001,Neural tube closure,Neural_tube_closure,Morphology/Development,C57BL
Npr2,MGI:97372,brd4fsck77bob9r,0.254484,E18.5,IMPC_CSD_019_001,Forelimbs - size,Forelimbs_size,Images,C57BL
Npr2,MGI:97372,306bs7v39sevu5r,0.255603,Early adult,IMPC_ABR_006_001,12kHz-evoked ABR Threshold,12khz_evoked_abr_threshold,Brain,C57BL
Npr2,MGI:97372,e194xb057py1aux,0.25585,E18.5,IMPC_HEM_006_001,Mean corpuscular hemoglobin,Mean_corpuscular_hemoglobin,Hematology,C57BL
